Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification	DraftRarity
Apostate (A)	TMR	TMR090_Apostate_A	N	Equipment	Ground/Character - Trait	2				C	90		When one of your opponent's unique units untaps, tap it and attach this Trait to it. | This Trait can't be detached except by playing You Are Redeemed. | Equipped unique Character or Ground unit only has the Apostate subtype, and gets "When the turn starts you may take a card named 'You Are Redeemed' from outside the game and put it on top of your deck."		NEW, MV	NX
Auto Taxi	TMR	TMR091_Auto_Taxi	N	Ground	Coruscant Speeder	3	60	2	2	C	91		Each of your opponent's Ground units gets -10 speed and loses Velocity.		NEW, MV	UC
Belligerent Brigands	TMR	TMR092_Belligerent_Brigands	N	Ground	Pirate Crime Gang Squad	2	40	3	3	C	92		Critical Hit 1 | Last Stand: Reveal your hand to your opponent. They roll a dice and if the roll is a 3 or more they may discard 1 card from your hand.		NEW, MV	UC
Bo-Katan Kryze (I)	TMR	TMR093_Bo_Katan_Kryze_I	N	Character	Mandalorian Nite Owl Warrior	8	50	6	6	C	93		Armor | Mandalorian Locations can't be discarded or replaced. | INSERT: Upkeep: Pay 1 Force or tap this unit. | INSERT: Accuracy 1.		NEW, MV	UC
Captain Bombardier (A)	TMR	TMR094_Captain_Bombardier_A	N	Character	Plazir Royal Diplomat	3	30	2	4	C	94		As long as you have a Droid in the Ground or Character arena, each of your Plazir units gets Adapt: Resilience 1/Resilience 2.		NEW, MV	UC
Captain Shuggoth (A)	TMR	TMR095_Captain_Shuggoth_A	N	Character	Quarren Aquatic Officer	3	40	3	3	C	95		Remove 1 damage counter from one of your opponent's units -> Evade 1 | Each of your Aquatic Characters gets Surge 1.		NEW, MV	UC
Carson's X-wing (C)	TMR	TMR096_Carson_s_X_Wing_C	L	Space	New Republic Police Starfighter	4	50	3	3	C	96		Forewarning: Prevent 1 damage to Carson's X-wing. | Each of your Space units gets +1 power when attacking a Pirate or a Dark Side unit.		NEW, MV	UC
Coming In Hot	TMR	TMR097_Coming_In_Hot	N	Mission - Trap		2				C	97		When one of your Capital Ships or Cruisers has 1 remaining health or would be discarded due to damage, remove it from the game and choose one: Discard a unit in the Ground or Character arena with total build cost 4 or less. Or: Remove a Location in any arena from the game.		NEW, MV	NC
Covert Faithful	TMR	TMR098_Covert_Faithful	N	Character	Mandalorian Warrior	3	50	2	2	C	98		Accuracy 1 | Armor		NEW, MV	UC
Criminal Cruelty	TMR	TMR099_Criminal_Cruelty	N	Equipment	Space/Ground/Character - Trait	2				C	99		When one of your units is discarded, attach this Trait to a unit in the same arena. | Equipped Crime Lord or Pirate gets "Whenever you discard a card from your hand, you may put 1 credit counter on one of your units." | Equipped Gorian Shard also gets "Discard a card from your hand -> One of your other Pirates gets +3 power until end of turn."		NEW, MV	NC
Derelict Lambda Shuttle	TMR	TMR100_Derelict_Lambda_Shuttle	N	Space	New Republic Police Transport	2	40	2	2	C	100		This unit can't be pilotted. | [tap] -> Remove 1 non-damage counter from a unit. Play only when this unit would attack.		NEW, MV	UC
Din's N1 Starfighter (F)	TMR	TMR101_Din_s_N_1_F	N	Space	Mandalorian Naboo Starfighter	5	70	3	3	C	101		Reduced Cost 4: If your opponent has no units in the Space arena. | When the Space battle step ends, if Din's N1 has no damage counters on it, each player gains 2 Force. | Damage Control 1		NEW, MV	UC
Displaced Nevarroans	TMR	TMR102_Displaced_Nevarroans	N	Ground	Nevarro Refugee Squad	3	30	2	4	C	102		Whenever one of your Refugees is attacked by a unit with a higher build cost, each of your other units in the same arena gets Avenge 2 for that attack.		NEW, MV	UC
Elia Kane (C)	TMR	TMR103_Elia_Kane_C	D	Character	Imperial Remnant Officer Agent ? Spy	4	20	2	3	C	103		Upkeep: Put 1 corruption counter on a unit, or tap Elia. | INSERT: When you deploy an Agent or Imperial to the Character arena, you may choose for it to get Stealth until end of turn. If you do and its speed is less than 40, its speed is 40 until end of turn.		NEW, MV	UC
Fractured	TMR	TMR104_Fractured	N	Mission - Trap		2				C	104		When one of your opponent's units loses a subtype, set that unit aside unless your opponent sets aside another one of their units in that arena instead. When the next turn starts, return the unit set aside this way to its arena untapped.		NEW, MV	NC
Gideon's Bomber Hangar	TMR	TMR105_Gideon_s_Bomber_Hangar	D	Location	Space - Imperial Remnant Facility	2				C	105		Pay 1 build point -> Take 1 40/0/2 Remnant Bomber Subordinate with "[tap] -> Put 1 damage counter on a Ground or Space unit. Play only when this unit would attack." and put it into the space arena. Play only during your build step and only if you have 2 or less Remnant Bomber Subordinates. | Tap 3 of your Remnant Bomber Subordinates -> Discard a Location.		NEW, MV	NC
Gideon's Guards	TMR	TMR106_Gideon_s_Guards	D	Ground/Character	Imperial Remnant Stormtrooper Bodyguard Squad	2	50	2	2	C	106		Shields 1 | When one of your other Imperial Remnant units in this arena is being attacked, this unit gets "Pay 1 Force -> Intercept" for that attack.		NEW, MV	UC
Grogu (M)	TMR	TMR107_Grogu_M	N	Character	Force Sensitive Child	3	30	2	2	C	107		Pay 2 Force -> Search your deck for an IG-12 unit card, reveal it, and put it into your hand. Shuffle your deck. Play only during your build step. | [pilot] Mech Pilot, the Mech gets: *+3 power *Accuracy 1		NEW, MV	UC
IG-12 (A)	TMR	TMR108_IG_12_A	N	Character	Nevarro Mech	2	50	0	4	C	108		Last Stand: Move any Pilot on IG-12 to its arena untapped. | Armor | Stun 1 | As long as this unit doesn't have a Pilot, it doesn't count towards arena control.		NEW, MV	UC
IG-12 (B)	TMR	TMR109_IG_12_B	N	Ground	Nevarro Mech	2	50	0	4	C	109		Last Stand: Move any Pilot on IG-12 to its arena untapped. | Armor | As long as this unit doesn't have a Pilot, it doesn't count towards arena control.		NEW, MV	UC
Imperial Rocket Pack Commandos	TMR	TMR110_Imperial_Rocket_Pack_Commandos	D	Ground	Imperial Remnant Stormtrooper Squad	4	50	3	3	C	110		Last Stand: You may pay 2 Force to take 1 40/2/2 Rocket Trooper Subordinate with Stun 1 and put it into the Ground arena. | Armor | Stun 1		NEW, MV	UC
LAAT	TMR	TMR111_LAAT	D	Ground	Republic Gunship	4	50	4	4	C	111		Deploy: Do 1 dice of damage to one of your opponent's units in this arena without Ambush and to each of your opponent's units who use Ambush when this unit deploys. | Bounty: If one of your opponent's Jedi was discarded last turn, gain 1 build point.		NEW, MV	UC
Laboratory Droid	TMR	TMR112_Laboratory_Droid	N	Character	Plazir Droid	3	50	5	3	C	112		Upkeep: This unit does 2 dice of damage to one of your Characters, or tap this unit. | Pay 2 Force -> Redirect to a Mandalorian in this arena with an Equipment attached.		NEW, MV	UC
Laboratory Equipment	TMR	TMR113_Laboratory_Equipment	N	Equipment	Ground/Character - Device	2				C	113		Remove 2 counters from your Resource -> Equip | Equipped Scientist gets "Remove 1 counter from your Resource -> Reveal a partially built Clone in your build zone and put 1 build counter on it. Play only during your build step." | Equipped Doctor Pershing also gets "Add 1 counter to your Resource -> Put 1 corruption or redemption counter on a Clone in the Ground or Character arena."		NEW, MV	NX
Magistrate's Droid (A)	TMR	TMR114_Magistrate_S_Droid_A	N	Character	Nevarro Droid	2	20	2	2	C	114		[tap] -> One of your units gets +2 power until end of turn.		NEW, MV	UC
Mandalorian Drop Squad	TMR	TMR115_Mandalorian_Drop_Squad	N	Ground	Mandalorian Bounty Hunter Warrior Squad	5	60	4	4	C	115		Hidden Cost 4 | Deploy: Do 3 dice of damage to one of your opponent's Ground units or Characters. | Pay 4 Force -> Ambush 4, and Take 1 50/2/2 Tribe Liberator Subordinate and put it into the Ground or Character arena. Play only when your opponent deploys, moves, or puts a unit into this arena.		NEW, MV	UC
Mandalorian Jetpacks	TMR	TMR116_Mandalorian_Jetpacks	N	Equipment	Ground/Character - Device	1				C	116		Pay 1 build point, discard the top card from your opponent's deck -> Equip | Equipped Mandalorian Squad gets +20 speed and "Pay 1 build point -> This unit gets the Character card type until end of turn. Play only during your build step." and "When the battle phase ends, if this unit is in the Character arena and doesn't have the Character card type printed on it, move it to the Ground arena tapped."		NEW, MV	NC
Mixed Strike Group	TMR	TMR117_Mixed_Strike_Group	D	Space	Imperial Remnant Squadron	6	50	4	6	C	117		Area Damage 3 | Last Stand: You may pay 2 Force to take an Imperial Remnant Space Subordinate with power 3 or less and put it into the Space arena.		NEW, MV	UC
Mouse Droid Swarm	TMR	TMR118_Mouse_Droid_Swarm	D	Ground	Imperial Remnant Droid	3	30	1	3	C	118		Upkeep: Add 1 counter to your Resource, or tap one of your Droids. | Reserves: [tap] -> Tap one of your opponent's Droids or Subordinates with printed power 2 or less.		NEW, MV	UC
Multi Axial Defence Turrets	TMR	TMR119_Multi_Axial_Defence_Turrent	N	Equipment	Space - Artillery Weapon	2				C	119		Pay 1 Force -> Equip | Equipped Capital Ship, Flagship or Fleet gets "Remove 2 counters from your resource -> Do 4 dice of damage to a Space unit. Play only when no unit is attacking." and "When this unit has 2 or less remaining health, discard Multi Axial | Defence Turret."		NEW, MV	NC
Naboo Yacht	TMR	TMR120_Naboo_Yacht	L	Space/Ground	Naboo Jedi Transport	4	50	3	4	C	120		Switch: Velocity 20/-2 power | Retreat this unit and return one of your unique units from the Character arena and all the cards in its stack to your hand -> Gain 4 Force. Play only once per turn.		NEW, MV	UC
Nevarro Refugees	TMR	TMR121_Nevarro_Refugees	N	Ground	Nevarro Refugee Squad	2	40	1	3	C	121		[tap] -> Choose one: Gain 1 build point. Play only during your build step. Or: Add 1 counter to your Resource. Play only during your build step. | Whenever damage to one of your Refugees is prevented, you may pay 1 Force. If you do, put 1 redemption counter on one of your units.		NEW, MV	UC
Nevarro Street Band	TMR	TMR122_Nevarro_Street_Band	N	Ground	Twi'lek Nevarro Musician Entertainer Squad	3	20	2	4	C	122		Reduced Cost 2: If you have a Location in play. | Adapt: Lucky 2/[tap] -> Draw a card		NEW, MV	UC
No No No No No No No	TMR	TMR123_No_No_No_No_No_No_No	N	Battle						C	123		Tap 2 of your units in the same arena which share a subtype -> Disrupt a non-unit card. Your opponent can't play a card with that name until next turn.		NEW, MV	NC
Peli Motto (E)	TMR	TMR124_Peli_Motto_E	N	Character	Tatooine Desert Mechanic	2	30	2	3	C	124		Reserves: [tap] -> Put 1 damage counter on one of your opponent's Speeders, unless your opponent removes 1 non-damage counter from one of their units in any arena. | Reserves: [tap] -> Add 1 counter to your Resource.		NEW, MV	UC
Peli's Ploy	TMR	TMR125_Peli_s_Ploy	N	Battle						C	125		One of your opponent's Ground units gets -40 speed until end of turn. | Enhance: Remove 1 counter from your Resource -> If that unit is a Speeder it also gets Backfire 2 until end of turn.		NEW, MV	NC
Petition For Intervention	TMR	TMR126_Petition_For_Intervention	N	Mission		0				C	126		Gain 2 build points. When your next build step starts, lose 2 build points. | Enhance: Tap one of your Agents or Officers in any arena -> Move 1 build counter from an opponent's face-down card with 2 or more build counters on it and put it on one of your face-down cards in your build zone.		NEW, MV	NC
Pirate Pilot	TMR	TMR127_Pirate_Pilot	N	Character	Crime Gang Pirate	2	30	2	2	C	127		[pilot] Starfighter Pilot. The Starfighter gets: *+10 Speed *Overload 1 *If this unit is a Pirate, it gets "Last Stand: Put 1 credit counter on one of your units."		NEW, MV	UC
Pirate Snub Fighter	TMR	TMR128_Pirate_Snub_Fighter	N	Space	Pirate Crime Gang Starfighter	3	60	2	2	C	128		Surge X+1, Where X is the number of credit counters on this unit. | Tap one of your Subordinates in any arena -> Put 1 credit counter on a Pirate in any arena. Play only during your build step.		NEW, MV	UC
Plazir B1	TMR	TMR129_Plazir_B1	N	Ground/Character	Plazir Droid	2	40	1	2	C	129		Last Stand: Draw a card. | Adapt: +1 power/Avenge 2		NEW, MV	UC
Police Airspeeder	TMR	TMR130_Police_Airspeeder	N	Ground	Coruscant New Republic Police Speeder	2	50	2	2	C	130		[tap] -> Put 1 captivity counter on a unit. Play only when this unit would attack. | Your opponent can't put captivity counters on your Agents or Spies.		NEW, MV	UC
Purged Temple	TMR	TMR131_Purged_Temple	L	Location	Character - Coruscant Jedi Facility	2				C	131		When each arena battle step starts, choose one: Put 1 corruption counter on a Dark Side unit in that arena. Or: Put 1 redemption counter on a Light Side unit in that arena. | Each of your Jedi gets the Refugee subtype and "Last Stand: Gain 1 Force."		NEW, MV	NC
R4-6D0 (A)	TMR	TMR132_R4_6D0_A	N	Character	Nevarro Astromech Droid	2	40	1	3	C	132		When the Character battle steps starts, you may remove 1 damage counter from a Magistrate or a Nevarro unit.		NEW, MV	UC
Ragnar Vizsla (A)	TMR	TMR133_Ragnar_Vizsla_A	N	Character	Mandalorian Child	2	20	1	1	C	133		Each of your other Mandalorians in this arena gets "[tap] -> Protect 3." | Last Stand: Add 2 counters to your Resource.		NEW, MV	UC
Remnant TIE Bomber	TMR	TMR134_Remnant_TIE_Bomber	D	Space	Imperial Remnant Starfighter	3	40	2	3	C	134		Bombard 2 | This unit gets Critical Hit 2 when attacking a unit with total build cost of 6 or more.		NEW, MV	UC
Resistor Patrons	TMR	TMR135_Resistor_Patrons	N	Ground	Plazir Droid Squad	4	30	1	5	C	135		Tap one of your Droids -> Draw a card. Play only during your build step. | [tap], Discard a card from your hand -> Untap one of your other Droids. Play only when this unit would attack.		NEW, MV	UC
Shard's First Mate (A)	TMR	TMR136_Shard_s_First_Mate_A	N	Character	Ugnaught Crime Gang Pirate	3	40	2	2	C	136		[pilot] Capital Ship Pilot. The Capital Ship gets: *Forewarning: Put 1 credit counter on a unit. *Bombard 4		NEW, MV	UC
Six O Two Mitigator	TMR	TMR137_Six_O_Two_Mitigator	N	Mission - Trap		1				C	137		When your opponent uses one of their unit's triggered abilities, disrupt that ability. | Enhance: Pay 2 Force -> That unit loses the ability until it is discarded.		NEW, MV	NC
Snub Fighter Sortie	TMR	TMR138_Snub_Fighter_Sortie	N	Space	Pirate Crime Gang Squadron	3	50	4	4	C	138		Deploy: Put 1 damage counter on this unit and your opponent puts 1 damage counter on one of their Space units. | Last Stand: Put 1 damage counter on one of your Pirates.		NEW, MV	UC
Sparring Judge	TMR	TMR139_Sparring_Judge	N	Character	Mandalorian Warrior	3	40	3	3	C	139		Whenever one of your Mandalorians attacks, you may predict the number of sixes rolled (before rerolls). If you guessed correctly, the attacking unit gets Critical Hit 1 for that attack.		NEW, MV	UC
The Armorer (F)	TMR	TMR140_The_Armorer_F	N	Character	Mandalorian Merchant	7	50	5	5	C	140		Reduced Cost 5: If you have a Resource in play with "Mandalorian" in its name. | When you complete an Equipment, gain 1 build point.		NEW, MV	UC
The Living Waters	TMR	TMR141_The_Living_Waters	N	Resource		1				C	141		Your opponent may add 5 counters to this card. If they do they may put 4 redemption counters on one of their Apostates. Play anytime and only once per turn. | Remove 2 counters -> Do 2 damage to an Apostate. | Remove 4 counters -> Remove up to 2 damage counters from a Mandalorian.		NEW, MV	NX
The Resistor	TMR	TMR142_The_Resistor	N	Resource		2				C	142		When your build step starts, add X counters to this resource, where X is the number of Neutral Droids you have in any arena. | Remove 2 counters -> Prevent 2 damage to a Droid. | Remove 5 Counters -> Remove up to 4 damage counters from Neutral Droid units.		NEW, MV	NC
TIE Interceptor Wing	TMR	TMR143_TIE_Interceptor_Wing	D	Space	Imperial Remnant Squadron	6	60	4	4	C	143		Deploy: Take 1 60/2/2 Remnant Interceptor Subordinate with "Pay 1 Force -> Intercept" and put it into the Space arena. | Critical Hit 1 | Discard one of your Subordinates from the Space arena -> Evade 2		NEW, MV	UC
TIE Interceptors	TMR	TMR144_TIE_Interceptors	D	Space	Imperial Remnant Squadron	5	60	4	4	C	144		Critical Hit 2 | Pay 1 Force -> Intercept | This unit gets -1 power for each damage counter on it. | Last Stand: Take 1 60/2/2 Remnant Interceptor Subordinate with "Pay 1 Force -> Intercept" and put it into the Space arena.		NEW, MV	UC
Tiny Evil Cyborg (A)	TMR	TMR145_Tiny_Evil_Cyborg_A	N	Character	Cyborg Scavenger	2	20	1	2	C	145		Tiny Evil Cyborg can't have Equipment attached. | [pilot] Mech Pilot. The Mech gets: *+4 power *Pay 0 Force -> Retaliate 2		NEW, MV	UC
Trader's Workhorse	TMR	TMR146_Trader_s_Workhorse	N	Space	Independent Transport	3	50	2	4	C	146		When the turn ends and when this unit is discarded, you may remove 1 counter from a Resource or 1 credit counter from any card.		NEW, MV	UC
V-wing Pursuers	TMR	TMR147_V_Wing_Pursuers	D	Space	Coruscant Republic Squadron	3	50	3	3	C	147		Deploy: Put 1 corruption counter on this unit, and your opponent puts 1 redemption counter on one of their units. | Overload 1		NEW, MV	UC
Welcoming Droids	TMR	TMR148_Welcoming_Droids	N	Ground	Plazir Droid Squad	2	30	1	3	C	148		Whenever a unit is deployed, moved or put into this arena, you may pay all your Force. If you do, tap that unit. Play only if your Force total is 2 or more.		NEW, MV	UC
Yes Yes Yes Yes	TMR	TMR149_Yes_Yes_Yes_Yes	N	Battle						C	149		Pay 4 Force -> One of your units gets +20 speed, +2 power, and Accuracy 1 until end of turn.		NEW, MV	NC
You Are Redeemed	TMR	TMR150_You_Are_Redeemed	N	Battle						C	150		Remove 6 redemption counters from a unique unit -> Detach an Equipment from that unit and remove that Equipment card from the game.		NEW, MV	NX
Remnant Bomber	TMR	TMRsub_Remnant_Bomber	D	Subordinate	Imperial Remnant Starfighter		40	0	2	S			[tap] -> Put 1 damage counter on a Ground or Space unit. Play only when this unit would attack.		NEW, MV	
Remnant Interceptor	TMR	TMRsub_Remnant_Interceptor	D	Subordinate	Imperial Remnant Starfighter		60	2	2	S			Pay 1 Force -> Intercept		NEW, MV	
Rocket Trooper	TMR	TMRsub_Rocket_Trooper	D	Subordinate	Imperial Remnant		40	2	2	S			Stun 1		NEW, MV	
Shipmates	TMR	TMRsub_Shipmates	N	Subordinate	Pirate Crime Gang		30	2	1	S			Surge 1		NEW, MV	
Shriek Hawk Hatchling	TMR	TMRsub_Shriek_Hawk_Hatchling	N	Subordinate	Raptavian Creature		30	0	1	S			Each of your Raptavians gets -1 power and Fury 1 | Raptavians can't retreat.		NEW, MV	
Tribe Devotee	TMR	TMRsub_Tribe_Devotee	N	Subordinate	Mandalorian Bounty Hunter Warrior		60	3	3	S			Lucky 1 | Pay 0 Force -> Retaliate 2		NEW, MV	
Tribe Faithful	TMR	TMRsub_Tribe_Faithful	N	Subordinate	Mandalorian Bounty Hunter Warrior		50	3	2	S			Armor		NEW, MV	
Tribe Liberator	TMR	TMRsub_Tribe_Liberator	N	Subordinate	Mandalorian Bounty Hunter		50	2	2	S					NEW, MV	
