Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification	DraftRarity
Vulture Droid Wing	FOTR	Vulture_Droid_Wing	D	Space	Separatist Droid Squadron	6.0	50.0	6.0	4.0	C	115.0		Discard this unit from the Space arena -> Search your deck for a Droid Missiles card and show it to your opponent. Put it into your build zone and place one build counter on it. Shuffle your deck. Play only when no unit is attacking.		REP, CW, EP123	
V-wing Squadron	FOTR	V_wing_Squadron	L	Space	Republic Squadron	4.0	40.0	6.0	4.0	C	116.0		This unit gets -1 power for each Separatist unit in the Space arena.		REP, CW, EP123	
Wookiee Flyer	FOTR	Wookiee_Flyer	L	Ground	Wookiee Speeder	3.0	50.0	3.0	2.0	C	117.0		Critical Hit 1		REP, CW, EP123	
Wookiee Squad	FOTR	Wookiee_Squad	L	Ground	Wookiee Soldier	4.0	40.0	4.0	3.0	C	118.0		Pay 2 Force -> Retaliate 2		REP, CW, EP123	
Wookiee Tactics	FOTR	Wookiee_Tactics	L	Battle						C	119.0	Text erratum	"Choose an arena. Until end of turn, each of your units in that arena gets ""Pay 2 Force -> Retaliate X, where X equals the number of Wookiees in this arena."""		REP, CW, EP123	
Wookiee Warrior	FOTR	Wookiee_Warrior	L	Character	Wookiee Soldier	6.0	40.0	6.0	5.0	C	120.0		Pay 2 Force -> Retaliate 3		REP, CW, EP123	
501st Legion Trooper (LEGO)	FOTR	LEGO001_501st_Legion_Trooper	D	Character	Imperial Clone Soldier	4.0	60.0	3.0	2.0	L			Hidden Cost 2 | Put two damage counters on this unit -> Put one damage counter on one of your opponent's Jedi Characters.		REP, CW	
Battle of the Heroes (LEGO)	FOTR	LEGO005_Battle_of_the_Heroes	N	Battle						L			Pay 4 Force-> Choose one of your Character units and one of your opponent's Character units with equal or greater build cost in the Character arena. Untap those units. Play only if both units are tapped and can be untapped.		REP, CW	
Eta-2 Squadron (A) (LEGO)	FOTR	LEGO020_Eta-2_Squadron_A	L	Space	Republic Jedi Squadron	6.0	60.0	5.0	4.0	L			When the Space battle step starts, remove all damage counters from this unit.		REP, CW	
General Grievous (B) (LEGO)	FOTR	LEGO027_General_Grievous_B	D	Character	Separatist Cyborg Officer	6.0	50.0	6.0	4.0	L			Treat Grievous as a Dark Jedi. | Armor | Pay 3 Force -> Evade 2 | Bounty: Gain control of all Equipment detached from the discarded Character when it was discarded and attach it to Grievous without paying the equip cost. When that Equipment is detached from Grievous, return it to its owner's build zone. The owner gains control of that Equipment.		REP, CW	
Obi-Wan Kenobi (O) (LEGO)	FOTR	LEGO051_Obi-Wan_Kenobi_O	L	Character	Jedi Master - Council Member	9.0	50.0	7.0	7.0	L			Parry 2 | Pay 2 Force -> Evade 2		REP, CW	
Order 66 (LEGO)	FOTR	LEGO052_Order_66	D	Battle						L			Tap Darth Sidious, Pay X Force -> Choose one of your opponent's Clone units with a total build cost equal to or less than X. Gain control of that unit until end of game. If your opponent has no Clone units in play, take a Clone unit card with a total build cost equal to or less than X from your hand and put it into its arena untapped. Darth Sidious can't untap until the next turn ends.		REP, CW	
So Uncivilized (LEGO)	FOTR	LEGO066_So_Uncivilized	N	Battle						L			Choose one of your units with Equipment. That unit gets Critical Hit 2 for this attack.		REP, CW	
Wookiee Flyer (LEGO)	FOTR	LEGO072_Wookiee_Flyer	L	Ground	Wookiee Speeder	3.0	50.0	3.0	2.0	L			Critical Hit 1		REP, CW	
