Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification	DraftRarity
Destroyer Droid Squad	AOTC	Destroyer_Droid_Squad	D	Ground	Trade Federation Droid	5.0	40.0	5.0	5.0	C	131.0				WOTC, REP, CW	
Droid Starfighter DFS-4CT	AOTC	Droid_Starfighter_DFS_4CT	D	Space	Trade Federation Droid Starfighter	2.0	50.0	2.0	1.0	C	132.0				WOTC, REP, CW	
Droid Starfighter Squadron	AOTC	Droid_Starfighter_Squadron	D	Space	Trade Federation Droid Starfighter	3.0	40.0	3.0	3.0	C	133.0				WOTC, REP, CW	
Droid Starfighter Wing	AOTC	Droid_Starfighter_Wing	D	Space	Trade Federation Droid Starfighter	4.0	40.0	4.0	4.0	C	134.0				WOTC, REP, CW	
Elite Jedi Squad	AOTC	Elite_Jedi_Squad	L	Ground	Jedi Knight	3.0	40.0	3.0	2.0	C	135.0		Critical Hit 2		WOTC, REP, CW	
Flying Geonosian Squad	AOTC	Flying_Geonosian_Squad	D	Ground	Geonosian Soldier	6.0	30.0	4.0	6.0	C	136.0				WOTC, REP, CW	
Geonosian Defense Platform	AOTC	Geonosian_Defense_Platform	D	Ground	Geonosian Fortification	7.0	20.0	7.0	7.0	C	137.0				WOTC, REP, CW	
Geonosian Fighter	AOTC	Geonosian_Fighter	D	Space	Geonosian Starfighter	3.0	50.0	2.0	2.0	C	138.0		Critical Hit 1		WOTC, REP, CW	
Geonosian Squad	AOTC	Geonosian_Squad	D	Ground	Geonosian Soldier	4.0	30.0	2.0	3.0	C	139.0		Critical Hit 3		WOTC, REP, CW	
Gozanti Cruiser	AOTC	Gozanti_Cruiser	N	Space	Independent Transport	6.0	10.0	5.0	6.0	C	140.0				WOTC, REP, CW	
Hatch a Clone	AOTC	Hatch_a_Clone	N	Mission		1.0				C	141.0		Return up to 2 Ground unit cards from your discard pile to your hand.		WOTC, REP, CW	
Hero's Dodge	AOTC	Heros_Dodge	N	Battle						C	142.0		Pay 1 Force -> Prevent up to 2 damage to one of your Characters.		WOTC, REP, CW	
High-Force Dodge	AOTC	High_Force_Dodge	N	Battle						C	143.0		Pay 5 Force -> Prevent up to 5 damage to one of your units.		WOTC, REP, CW	
Hyperdrive Ring	AOTC	Hyperdrive_Ring	L	Space	Republic Device	3.0	30.0	1.0	3.0	C	144.0		As long as you have a Starfighter in the Space arena, this unit gets +2 power.		WOTC, REP, CW	
Intergalactic Banking Clan Starship	AOTC	InterGalactic_Banking_Clan_Starship	D	Space	IG Banking Clan Transport	5.0	20.0	4.0	5.0	C	145.0		Shields 1		WOTC, REP, CW	
Jango Fett (D)	AOTC	Jango_Fett_D	D	Character	Bounty Hunter	4.0	50.0	4.0	3.0	C	146.0		Critical Hit 1		WOTC, REP	
Jedi Starfighter 3R3	AOTC	Jedi_Starfighter_3R3	L	Space	Jedi Starfighter	3.0	50.0	3.0	3.0	C	147.0				WOTC, REP, CW	
Knockdown	AOTC	Knockdown	N	Battle						C	148.0		Pay 4 Force -> Choose an untapped Character. Tap that Character.		WOTC, REP, CW	
Lost in the Asteroids	AOTC	Lost_in_the_Asteroids	N	Battle						C	149.0	**RESTRICTED**: This card has been restricted to one copy per deck in tournament play.	Prevent all damage done by Space units this turn. Play only before any unit in the Space arena attacks.		WR, VR, WOTC, REP	
Lull in the Fighting	AOTC	Lull_in_the_Fighting	N	Battle						C	150.0	**RESTRICTED**: This card has been restricted to one copy per deck in tournament play.	Prevent all damage done by Characters this turn. Play only before any unit in the Character arena attacks.		WR, VR, WOTC, REP	
Mending	AOTC	Mending	N	Mission		2.0				C	151.0		Remove up to 4 damage counters from one of your Characters. You gain +1 Force.		WOTC, REP, CW	
N-1 Starfighter	AOTC	N_1_Starfighter	L	Space	Naboo Starfighter	2.0	60.0	2.0	1.0	C	152.0				WOTC, REP, CW	
Naboo Cruiser	AOTC	Naboo_Cruiser	L	Space	Naboo Transport	6.0	10.0	6.0	7.0	C	153.0				WOTC, REP, CW	
Naboo Royal Starship	AOTC	Naboo_Royal_Starship	L	Space	Naboo Transport	5.0	20.0	5.0	6.0	C	154.0				WOTC, REP, CW	
Naboo Senatorial Escort	AOTC	Naboo_Senatorial_Escort	L	Ground	Naboo Soldier	2.0	10.0	2.0	3.0	C	155.0				WOTC, REP, CW	
Naboo Starfighter Squadron	AOTC	Naboo_Starfighter_Squadron	L	Space	Naboo Starfighter	4.0	40.0	4.0	4.0	C	156.0				WOTC, REP, CW	
Obi-Wan Kenobi (C)	AOTC	Obi_Wan_Kenobi_C	L	Character	Jedi Knight	4.0	40.0	4.0	4.0	C	157.0		Pay 2 Force -> Evade 2		WOTC, REP, CW	
Padawan's Deflection	AOTC	Padawans_Deflection	N	Battle						C	158.0		Pay 3 Force -> Prevent 1 damage to one of your units. That unit may do that much damage to a unit of your choice in the same arena.		WOTC, REP, CW	
Padme Amidala (D)	AOTC	Padme_Amidala_D	L	Character	Naboo Diplomat	3.0	50.0	3.0	3.0	C	159.0				WOTC, REP, CW	
Patrol Speeder	AOTC	Patrol_Speeder	N	Ground	Naboo Speeder	4.0	20.0	3.0	4.0	C	160.0				WOTC, REP, CW	
Peace on Naboo	AOTC	Peace_on_Naboo	N	Battle						C	161.0	**RESTRICTED**: This card has been restricted to one copy per deck in tournament play.	Prevent all damage done by Ground units this turn. Play only before any unit in the Ground arena attacks.		WR, VR, WOTC, REP	
Pilot's Dodge	AOTC	Pilots_Dodge	N	Battle						C	162.0		Pay 2 Force -> Prevent up to 2 damage to one of your Space or Ground units.		WOTC, REP, CW	
Recon Speeder	AOTC	Recon_Speeder	N	Ground	Republic Speeder	5.0	30.0	4.0	3.0	U	163.0		Shields 1		WOTC, REP, CW	
Republic Attack Gunship UH-478	AOTC	Republic_Attack_Gunship_UH_478	L	Ground	Republic Guship	6.0	40.0	6.0	6.0	C	164.0				WOTC, REP, CW	
Repulsorlift Malfunction	AOTC	Repulsorlift_Malfunction	N	Battle						C	165.0		Pay 5 Force -> Choose an untapped Ground unit. Tap that unit.		WOTC, REP	
Return to Spaceport	AOTC	Return_to_Spaceport	N	Mission		1.0				C	166.0		Remove up to 4 damage counters from one of your Ground units.		WOTC, REP	
Rickshaw	AOTC	Rickshaw	N	Ground	Tatooine Vehicle	2.0	20.0	2.0	2.0	C	167.0				WOTC, REP	
Slumming on Coruscant	AOTC	Slumming_on_Coruscant	N	Mission		1.0				C	168.0		Look at your opponent's hand. If your opponent has any Battle or Mission cards there, choose one of them. Your opponent discards that card.		WOTC, REP, CW	
Sonic Shockwave	AOTC	Sonic_Shockwave	N	Battle						C	169.0		Pay 5 Force -> Choose an untapped Space unit. Tap that unit.		WOTC, REP, CW	
Speeder Bike Squadron	AOTC	Speeder_Bike_Squadron	L	Ground	Republic Speeder	5.0	60.0	3.0	4.0	C	170.0		Shields 1		WOTC, REP, CW	
Starship Refit	AOTC	Starship_Refit	N	Mission		1.0				C	171.0		Remove up to 4 damage counters from one of your Space units.		WOTC, REP, CW	
Surge of Power	AOTC	Surge_of_Power	N	Battle						C	172.0		Pay 1 Force -> One of your units gets +2 power for this attack.		WOTC, REP	
Swoop Bike	AOTC	Swoop_Bike	N	Ground	Tatooine Speeder	2.0	50.0	2.0	1.0	C	173.0				WOTC, REP	
Take the Initiative	AOTC	Take_the_Initiative	N	Mission		1.0				C	174.0		Return up to 2 Space units cards from your discard pile to your hand.		WOTC, REP	
Target Locked	AOTC	Target_Locked	N	Battle						C	175.0		Pay 2 Force -> One of your units gets Critical Hit 2 for this attack.		WOTC, REP	
Taylander Shuttle	AOTC	Taylander_Shuttle	N	Space	Independent Transport	2.0	20.0	2.0	2.0	C	176.0				WOTC, REP	
Techno Union Starship	AOTC	Techno_Union_Starship	D	Space	Techno Union Capital Ship	6.0	30.0	6.0	6.0	C	177.0				WOTC, REP, CW	
Trade Federation War Freighter	AOTC	Trade_Federation_War_Freighter	D	Space	Trade Federation Capital Ship	7.0	30.0	5.0	7.0	C	178.0		Bombard 3		WOTC, REP, CW	
Walking Droid Fighter	AOTC	Walking_Droid_Fighter	D	Ground	Trade Federation Droid	4.0	20.0	6.0	2.0	C	179.0		Shields 1		WOTC, REP, CW	
Zam Wesell (B)	AOTC	Zam_Wesell_B	D	Character	Clawdite Bounty Hunter	3.0	40.0	3.0	3.0	C	180.0				WOTC, REP	
Anakin Skywalker (C) (Promo)	AOTC	AOTCpromo_Anakin_Skywalker_C	L	Character	Jedi Padawan	5.0	60.0	5.0	4.0	P			Pay 2 Force -> Evade 2		WOTC, REP, CW	
Clone Warrior 4/163 (Promo)	AOTC	AOTCpromo_Clone_Warrior_4_163	L	Character	Clone Soldier	4.0	40.0	4.0	4.0	P					WOTC, REP, CW	
C-3PO (A) (Promo)	AOTC	AOTCpromo_C_3PO_A	L	Character	Protocol Droid	3.0	10.0	1.0	3.0	P			[tap], Discard 2 cards from your hand -> Draw 2 cards. Play only during your build step.		WOTC, REP, CW	
Darth Tyranus (B) (Promo)	AOTC	AOTCpromo_Darth_Tyranus_B	D	Character	Dark Jedi Master	7.0	50.0	6.0	4.0	P			Pay 2 Force -> Tyranus gets Critical Hit 2 for this attack. | Pay 3 Force -> Evade 3		WOTC, REP, CW	
Jango Fett (D) (Promo 1)	AOTC	AOTCpromo_Jango_Fett_D_1	D	Character	Bounty Hunter	4.0	50.0	4.0	3.0	P			Critical Hit 1		WOTC, REP	
Jango Fett (D) (Promo 2)	AOTC	AOTCpromo_Jango_Fett_D_2	D	Character	Bounty Hunter	4.0	50.0	4.0	3.0	P			Critical Hit 1		WOTC, REP	
Obi-Wan Kenobi (B) (Promo alt)	AOTC	AOTCpromo_Obi_Wan_Kenobi_B_alternate	L	Character	Jedi Knight	5.0	40.0	5.0	5.0	P			Pay 2 Force -> Obi-Wan gets Critical Hit 2 for this attack. | Pay 2 Force -> Evade 2 | Pay 1 Force -> Prevent 1 damage to Anakin Skywalker.		WOTC, REP, CW	
Padme Amidala (C) (Promo)	AOTC	AOTCpromo_Padme_Amidala_C	L	Character	Naboo Diplomat	4.0	50.0	3.0	3.0	P			Put 1 damage counter on Padme and retreat her -> Prevent all damage to Padme.		WOTC, REP	
Zam Wesell (B) (Promo)	AOTC	AOTCpromo_Zam_Wesell_B	D	Character	Clawdite Bounty Hunter	3.0	40.0	3.0	3.0	P					WOTC, REP	
