Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification	DraftRarity
Star Destroyer Commander	ANH	ANH109_Star_Destroyer_Commander	D	Character	Imperial Naval Officer	4.0	30.0	3.0	3.0	U	109.0		[Pilot] Capital Ship Pilot. The Capital Ship gets Critical Hit 2.		WOTC, REB, EP456	
Stormtrooper Charge	ANH	ANH110_Stormtrooper_Charge	D	Battle						U	110.0		Pay 3 Force -> Each of your Stormtrooper gets +1 power until end of turn.		WOTC, REB, EP456	
Stormtrooper DV-692	ANH	ANH111_Stormtrooper_DV_692	D	Character	Imperial Clone Stormtrooper	4.0	40.0	4.0	2.0	U	111.0		This unit gets -2 power as long as it's attacking a unique Character. | Stun 3		WOTC, REB, EP456	
Stormtrooper Squad Leader	ANH	ANH112_Stormtrooper_Squad_Leader	D	Character	Imperial Clone Stormtrooper	7.0	40.0	4.0	4.0	U	112.0		Accuracy 1 | As long as this unit is in the Character arena, each of your other Stormtroopers gets Accuracy 1.		WOTC, REB, EP456	
Stormtrooper TK-119	ANH	ANH113_Stormtrooper_TK_119	D	Character	Imperial Clone Stormtrooper	3.0	30.0	3.0	2.0	U	113.0		Pay 1 Force -> Intercept | This unit gets -2 power as long as it's attacking a unique Character.		WOTC, REB, EP456	
Support in the Senate	ANH	ANH114_Support_in_the_Senate	L	Mission		2.0				U	114.0		You get +1 build point for each Diplomat (yours and your opponent's) in the Character arena.		WOTC, REB, EP456	
Disrupt the Power System	ANH	ANH115_Disrupt_the_Power_System	L	Mission		1.0				U	115.0		Your opponent's units can't use Bombard or Ion Cannon this turn. You gain +1 Force.		WOTC, REB, EP456	
Tatooine Speeder	ANH	ANH116_Tatooine_Speeder	N	Ground	Tatooine Speeder	3.0	40.0	2.0	2.0	U	116.0		Pay 2 Force -> Intercept		WOTC, REB, EP456	
Tusken Sharpshooter	ANH	ANH117_Tusken_Sharpshooter	N	Character	Tatooine Tusken Soldier	3.0	20.0	2.0	2.0	U	117.0		Accuracy 1 | As long as this unit is in the Character arena, each other Tusken (yours and your opponent's) gets Accuracy 1.		WOTC, REB, EP456	
Vader's Interference	ANH	ANH118_Vader_s_Interference	D	Mission		1.0				U	118.0	Your opponent loses 3 build points.	To complete Vader's Interference, you must also tap one of your untapped Jedi in the Character arena. Your opponent gets -3 build points this turn.		WOTC, REB, EP456	
Vader's TIE Fighter (B)	ANH	ANH119_Vader_s_TIE_Fighter_B	D	Space	Imperial Dark Jedi - Sith Starfighter	4.0	50.0	3.0	2.0	U	119.0		Accuracy 1 | Pay 1 Force -> Vader's TIE Fighter gets +1 power for this attack.		WOTC, REB, EP456	
Wuher (A)	ANH	ANH120_Wuher_A	N	Character	Tatooine Bartender	2.0	10.0	1.0	2.0	U	120.0	As long as Wuher is in the Character arena has no significance.	As long as Wuher is in the Character arena, each Droid (yours and your opponent's) costs 1 more build counter to deploy.		WOTC, REB, EP456	
Air Cover	ANH	ANH121_Air_Cover	N	Battle						C	121.0		One of your Ground units gets +3 power for this attack. Play only if you have more units in the Space arena than your opponent.		WOTC, REB, EP456	
Precise Blast	ANH	ANH122_Precise_Blast	N	Battle						C	122.0		Pay 2 Force -> One of your Ground units gets +4 power for this attack.		WOTC, REB, EP456	
Stay Sharp	ANH	ANH123_Stay_Sharp	N	Battle						C	123.0		Pay 2 Force -> One of your units gets +1 power and Critical Hit 1 for this attack..		WOTC, REB, EP456	
Carrack Cruiser	ANH	ANH124_Carrack_Cruiser	D	Space	Imperial Transport	5.0	40.0	5.0	5.0	C	124.0				WOTC, REB, EP456	
Darth Vader (C)	ANH	ANH125_Darth_Vader_C	D	Character	Dark Jedi Knight - Sith Lord	5.0	40.0	5.0	5.0	C	125.0		Pay 2 Force -> Evade 2 | Pay 1 Force -> Intercept		WOTC, REB, EP456	
Death Star Cannon Tower	ANH	ANH126_Death_Star_Cannon_Tower	D	Ground	Imperial Fortification	3.0	20.0	0.0	3.0	C	126.0		Ion Cannon 3		WOTC, REB, EP456	
Death Star Guard Squad	ANH	ANH127_Death_Star_Guard_Squad	D	Ground	Imperial Soldier	3.0	20.0	3.0	3.0	C	127.0				WOTC, REB, EP456	
Domesticated Bantha	ANH	ANH128_Domesticated_Bantha	N	Ground	Tatooine Creature	3.0	20.0	2.0	4.0	C	128.0		As long as you have one or more Tuskens in any arena, this unit gets +2 power.		WOTC, REB, EP456	
Flare-S Swoop	ANH	ANH129_Flare_S_Swoop	N	Ground	Independent Speeder	2.0	50.0	1.0	2.0	C	129.0				WOTC, REB, EP456	
Ground Support	ANH	ANH130_Ground_Support	N	Battle						C	130.0		One of your Space units gets +3 power for this attack. Play only if you have more units in the Ground arena than your opponent.		WOTC, REB, EP456	
Imperial Detention Block	ANH	ANH131_Imperial_Detention_Block	D	Ground	Imperial Fortification	5.0	10.0	1.0	4.0	C	131.0		[tap] -> Choose an untapped non-Jedi Character. Tap that Character. Play only during your build step.		WOTC, REB, EP456	
Imperial Star Destroyer	ANH	ANH132_Imperial_Star_Destroyer	D	Space	Imperial Capital Ship	8.0	30.0	7.0	7.0	C	132.0		Bombard 3		WOTC, REB, EP456	
Incom T-16 Skyhopper	ANH	ANH133_Incom_T_16_Skyhopper	L	Ground	Tatooine Speeder	3.0	50.0	2.0	2.0	C	133.0		Accuracy 1		WOTC, REB, EP456	
Into Hiding	ANH	ANH134_Into_Hiding	N	Mission		2.0				C	134.0		Choose an untapped non-Jedi Character. Tap that Character.		WOTC, REB, EP456	
Jawa Squad	ANH	ANH135_Jawa_Squad	N	Ground	Tatooine Jawa	3.0	20.0	2.0	3.0	C	135.0		Accuracy 1		WOTC, REB, EP456	
Jawa Supply Trip	ANH	ANH136_Jawa_Supply_Trip	N	Mission		1.0				C	136.0		Take a Droid unit card from your hand. Show it to your opponent and put it in your build zone. Put 1 build counter on it for each Jawa you have in any arena.		WOTC, REB, EP456	
Jump to Lightspeed	ANH	ANH137_Jump_to_Lightspeed	N	Battle						C	137.0	You can play this card even if the unit you want to return is being attacked. | This refers to cards that were a part of the unit stack, Equipment, and all its Pilots. (Not just one.)	Return one of your units from the Space arena to your hand. (Also return all cards stacked with it and its Pilot, if any, to your hand.)		WOTC, REB, EP456	
Luke Skywalker (D)	ANH	ANH138_Luke_Skywalker_D	L	Character	Tatooine Farmer	2.0	40.0	2.0	2.0	C	138.0		[Pilot] Speeder Pilot. The speeder gets: * +20 speed. * This unit gets Critical Hit 2 as long as its attacking a Creature.		WOTC, REB, EP456	
Luke's Repairs	ANH	ANH139_Luke_s_Repairs	N	Mission		2.0				C	139.0		Remove 1 damage counter from each of your damaged units.		WOTC, REB, EP456	
Moisture Farm	ANH	ANH140_Moisture_Farm	L	Ground	Tatooine Fortification	3.0	10.0	1.0	4.0	C	140.0		Discard this unit from the Ground arena -> Return a Jedi Character from your discard pile to your hand. Play only during your build step.		WOTC, REB, EP456	
Planetary Defense Turret	ANH	ANH141_Planetary_Defense_Turret	L	Ground	Rebel Fortification	5.0	30.0	6.0	4.0	C	141.0				WOTC, REB, EP456	
Nowhere to Run	ANH	ANH142_Nowhere_to_Run	N	Battle						C	142.0		Pay 3 Force -> Choose a Ground unit in your opponent's build zone. Put that unit into the ground arena. If it's tapped, untap it.		WOTC, REB, EP456	
Obi-Wan Kenobi (G)	ANH	ANH143_Obi_Wan_Kenobi_G	L	Character	Jedi Knight	4.0	30.0	4.0	4.0	C	143.0		Pay 2 force -> Evade 2 | Pay 1 Force -> Intercept		WOTC, REB, EP456	
Jedi Intervention	ANH	ANH144_Jedi_Intervention	N	Battle						C	144.0		"One of your units gets ""Pay 2 Force -> Intercept"" until end of turn."		WOTC, REB, EP456	
Obi-Wan's Plan	ANH	ANH145_Obi_Wan_s_Plan	N	Battle						C	145.0		Tap one of your untapped units in the Character arena -> One of your other Characters gets +40 speed until end of turn.		WOTC, REB, EP456	
Penetrate the Shields	ANH	ANH146_Penetrate_the_Shields	N	Battle						C	146.0	Check to see if the defending unit has Shields only at the time you play this card. If the defending unit loses Shields or if a unit without Shields becomes the defending unit, your unit keeps the +3 power. 	One of your units gets +3 power for this attack if it is attacking a unit that has shields.		WOTC, REB, EP456	
Preemptive Shot	ANH	ANH147_Preemptive_Shot	N	Battle						C	147.0		Pay 2 Force -> One of your Characters gets +4 power for this attack.		WOTC, REB, EP456	
Princess Leia (C)	ANH	ANH148_Princess_Leia_C	L	Character	Rebel Diplomat	3.0	40.0	2.0	3.0	C	148.0		When Leia is discarded from the Character arena, draw 3 cards.		WOTC, REB, EP456	
Rebel Fighter Wing	ANH	ANH149_Rebel_Fighter_Wing	L	Space	Rebel Squadron	8.0	40.0	8.0	8.0	C	149.0		Critical Hit 2 | This unit gets -1 power for each damage counter on it.		WOTC, REB, EP456	
Rebel Honor Company	ANH	ANH150_Rebel_Honor_Company	L	Ground	Rebel Soldier	7.0	40.0	7.0	7.0	C	150.0				WOTC, REB, EP456	
Rebel Marine Squad	ANH	ANH151_Rebel_Marine_Squad	L	Ground	Rebel Soldier	6.0	30.0	7.0	6.0	C	151.0	Treat this effect the same as Accuracy -1. It is cumulative with Accuracy, but it is not Accuracy.	Subtract 1 from each of this unit's attack dice.		WOTC, REB, EP456	
Rebel Pilot	ANH	ANH152_Rebel_Pilot	L	Character	Rebel Officer	2.0	20.0	2.0	2.0	C	152.0		[Pilot] Starfighter Pilot. The Starfighter gets +20 speed.		WOTC, REB, EP456	
Rebel Squad	ANH	ANH153_Rebel_Squad	L	Ground	Rebel Soldier	2.0	20.0	2.0	2.0	C	153.0		Pay 2 Force -> Intercept		WOTC, REB, EP456	
Rescue	ANH	ANH154_Rescue	N	Battle						C	154.0		Pay 4 Force -> Choose one: prevent up to 2 damage to one of your units, or one of your units gets +3 power for this attack.		WOTC, REB, EP456	
Slipping Through	ANH	ANH155_Slipping_Through	N	Battle						C	155.0		Pay 8 Force -> Choose an arena. Prevent all damage that would be done by units in that arena until end of turn.		WOTC, REB, EP456	
Sorusuub V-35 Courier	ANH	ANH156_SoruSuub_V_35_Courier	L	Ground	Independent Speeder	2.0	30.0	2.0	2.0	C	156.0				WOTC, REB, EP456	
Synchronized Assault	ANH	ANH157_Synchronized_Assault	N	Battle						C	157.0		Pay 4 Force -> Each of your Starfighters gets Accuracy 1 until end of turn.		WOTC, REB, EP456	
Stormtrooper Assault Team	ANH	ANH158_Stormtrooper_Assault_Team	D	Ground	Imperial Clone Stormtrooper	2.0	30.0	2.0	2.0	C	158.0		Damage from this unit's attack can't be prevented.		WOTC, REB, EP456	
Stormtrooper DV-523	ANH	ANH159_Stormtrooper_DV_523	D	Character	Imperial Clone Stormtrooper	4.0	40.0	5.0	4.0	C	159.0		This unit gets -2 power as long as it's attacking a unique Character.		WOTC, REB, EP456	
Stormtrooper Patrol	ANH	ANH160_Stormtrooper_Patrol	D	Ground	Imperial Clone Stormtrooper	5.0	40.0	4.0	5.0	C	160.0		Stun 2		WOTC, REB, EP456	
Stormtrooper Squad	ANH	ANH161_Stormtrooper_Squad	D	Ground	Imperial Clone Stormtrooper	3.0	20.0	4.0	2.0	C	161.0				WOTC, REB, EP456	
TIE Fighter DS-3-12	ANH	ANH162_TIE_Fighter_DS_3_12	D	Space	Imperial Starfighter	2.0	60.0	2.0	1.0	C	162.0				WOTC, REB, EP456	
TIE Fighter DS-73-3	ANH	ANH163_TIE_Fighter_DS_73_3	D	Space	Imperial Starfighter	3.0	50.0	2.0	2.0	C	163.0		Pay 2 Force -> Intercept | Stun 2		WOTC, REB, EP456	
TIE Fighter DS-55-6	ANH	ANH164_TIE_Fighter_DS_55_6	D	Space	Imperial Starfighter	3.0	50.0	2.0	2.0	C	164.0		Critical Hit 2		WOTC, REB, EP456	
TIE Fighter DS-61-9	ANH	ANH165_TIE_Fighter_DS_61_9	D	Space	Imperial Starfighter	2.0	50.0	1.0	1.0	C	165.0		Pay 1 Force -> Intercept		WOTC, REB, EP456	
TIE Fighter Pilot	ANH	ANH166_TIE_Fighter_Pilot	D	Character	Imperial Naval Officer	2.0	20.0	2.0	2.0	C	166.0		[Pilot] Starfighter Pilot. The Starfighter gets +1 power.		WOTC, REB, EP456	
TIE Fighter Squad	ANH	ANH167_TIE_Fighter_Squad	D	Space	Imperial Squadron	6.0	60.0	5.0	4.0	C	167.0		Pay 2 Force -> Intercept		WOTC, REB, EP456	
Tusken Squad	ANH	ANH168_Tusken_Squad	N	Ground	Tatooine Tusken Warrior	4.0	30.0	4.0	3.0	C	168.0				WOTC, REB, EP456	
Vader's Grip	ANH	ANH169_Vader_s_Grip	D	Battle						U	169.0		Pay 7 Force -> Choose an untapped unit. Tap that unit.		WOTC, REB, EP456	
Victory-Class Star Destroyer	ANH	ANH170_Victory_Class_Star_Destroyer	D	Space	Imperial Capital Ship	6.0	20.0	6.0	6.0	C	170.0		Bombard 2		WOTC, REB, EP456	
Well-Aimed Shot	ANH	ANH171_Well_Aimed_Shot	N	Battle						C	171.0		Pay 2 Force -> One of your Space units gets +4 power for this attack.		WOTC, REB, EP456	
X-Wing Red One	ANH	ANH172_X_wing_Red_One	L	Space	Rebel Starfighter	5.0	60.0	3.0	2.0	C	172.0		When this unit attacks, you may give it +3 power for that attack. If you do, this unit does 2 damage to itself when the attack ends.		WOTC, REB, EP456	
X-Wing Red Three	ANH	ANH173_X_wing_Red_Three	L	Space	Rebel Starfighter	3.0	60.0	2.0	2.0	C	173.0		Pay 2 Force -> Intercept		WOTC, REB, EP456	
X-Wing Red Two	ANH	ANH174_X_wing_Red_Two	L	Space	Rebel Starfighter	3.0	50.0	2.0	2.0	C	174.0		Shields 1		WOTC, REB, EP456	
X-Wing Attack Formation	ANH	ANH175_X_wing_Attack_Formation	L	Space	Rebel Squadron	6.0	50.0	4.0	4.0	C	175.0		Critical Hit 3 | Pay 2 Force -> Evade 1		WOTC, REB, EP456	
Y-Wing Gold One	ANH	ANH176_Y_wing_Gold_One	L	Space	Rebel Starfighter	4.0	40.0	3.0	2.0	C	176.0		Stun 3		WOTC, REB, EP456	
Y-Wing Gold Squadron	ANH	ANH177_Y_wing_Gold_Squadron	L	Space	Rebel Squadron	5.0	40.0	4.0	4.0	C	177.0		Pay 2 Force -> Intercept | Critical Hit 1		WOTC, REB, EP456	
YT-1300 Transport	ANH	ANH178_YT_1300_Transport	N	Space	Independent Transport	3.0	30.0	2.0	3.0	C	178.0		Shields 1		WOTC, REB, EP456	
YV-664 Light Freighter	ANH	ANH179_YV_664_Light_Freighter	N	Space	Independent Transport	4.0	30.0	3.0	3.0	C	179.0		Shields 1 | Discard this unit from the Space arena -> You get +2 build point this turn. Play only during your build step.		WOTC, REB, EP456	
Z-95 Headhunter	ANH	ANH180_Z_95_Headhunter	N	Space	Independent Starfighter	3.0	40.0	2.0	2.0	C	180.0				WOTC, REB, EP456	
Darth Vader (C) (Promo)	ANH	ANHpromo_Darth_Vader_C	D	Character	Dark Jedi Knight - Sith Lord	5.0	40.0	5.0	5.0	P			Pay 2 Force -> Evade 2 | Pay 1 Force -> Intercept		WOTC, REB, EP456	
Luke Skywalker (C) (Promo)	ANH	ANHpromo_Luke_Skywalker_C	L	Character	Jedi Padawan	3.0	40.0	2.0	3.0	P			"As long as you have another Jedi in the Character arena, Luke gets +2 power and ""Pay 3 Force -> Evade 1""."		WOTC, REB, EP456	
Obi-Wan Kenobi (F) (Promo)	ANH	ANHpromo_Obi_Wan_Kenobi_F	L	Character	Jedi Knight	6.0	40.0	5.0	5.0	P			Pay 2 Force -> Evade 2 | Pay 1 Force -> Intercept | When Obi-Wan is discarded from the Character arena, you gain +4 Force.		WOTC, REB, EP456	
Princess Leia (B) (Promo)	ANH	ANHpromo_Princess_Leia_B	L	Character	Rebel Diplomat	4.0	40.0	3.0	3.0	P			Accuracy 1 | When one of your opponent's Characters would damage Leia, prevent that damage unless your opponent pays 2 Force.		WOTC, REB, EP456	
Vader's TIE Fighter (B) (Promo)	ANH	ANHpromo_Vader_s_TIE_Fighter_B	D	Space	Imperial Dark Jedi - Sith Starfighter	4.0	50.0	3.0	2.0	P			Accuracy 1 | Pay 1 Force -> Vader's TIE Fighter gets +1 power for this attack.		WOTC, REB, EP456	
X-Wing Attack Formation (Promo)	ANH	ANHpromo_X_Wing_Attack_Formation	L	Space	Rebel Squadron	6.0	50.0	4.0	4.0	P			Critical Hit 3 | Pay 2 Force -> Evade 1		WOTC, REB, EP456	
