Name	Set	ImageFile	Side	Type	Subtype	Cost	Speed	Power	Health	Rarity	Number	Usage	Text	Script	Classification	DraftRarity
Tenacious Amphistaff (Promo)	YV	YVpromo_Tenacious_Amphistaff	Y	Equipment	Ground/Character - Biological Melee Weapon	2				P	64		Remove 2 counters from your Resource or one of your Campaigns -> Equip | Equipped Yuuzhan Vong gets Parry 1, Riposte 1, and Tenacity 2 (Whenever this unit does less than 2 damage, after damage prevention, for its first attack each turn, it may attack the same target again without tapping.)		YV	
The True Way (Promo)	YV	YVpromo_The_True_Way	Y	Resource		4				P	15		Whenever you would gain X Force, add X counters to this Resource instead. | Whenever you would lose or pay X Force, remove X counters from this Resource instead. | Add 1 counter to this Resource -> Search your deck for a Mission card, reveal it, put it into your build zone with 1 build counter on it, and shuffle. Play only during your build step. | Remove 5 counters from one of your Campaigns -> Add 5 counters to this Resource. | Remove 5 counters from this Resource -> Put 2 counters of any type on one of your cards.		YV	
Ychna (Promo)	YV	YVpromo_Ychna	Y	Space	Yuuzhan Vong Ychna Creature	10	30	8	10	P	44		Consume (This unit gets +10 speed, +1 power, and +1 health for each face-down card beneath it. | Whenever damage from this unit causes another unit to be discarded, put its top card face-down beneath this unit.) | Tenacity 4 (Whenever this unit does less than 4 damage, after damage prevention, for its first attack each turn, it may attack the same target again without tapping.)		YV	
Coralskipper Scout	YV	YVsub_Coralskipper_Scout	Y	Subordinate			60	3	2	S			Double Damage		YV	
Coralskipper Swarm	YV	YVsub_Coralskipper_Swarm	Y	Subordinate			50	3	3	S			When the battle phase ends, return this unit to your supply.		YV	
Elite Yuuzhan Vong Warrior	YV	YVsub_Elite_Yuuzhan_Vong_Warrior	Y	Subordinate			40	3	3	S			Adapt: Fury 2/Armor		YV	
Grutchin	YV	YVsub_Grutchin	Y	Subordinate			60	1	1	S			[Tap] -> Put 1 damage counter on a unit in this arena.		YV	
Thud Bug Swarm	YV	YVsub_Thud_Bug_Swarm	Y	Subordinate			60	4	2	S			Pay 1 Force -> Intercept		YV	
Voxyn Clone	YV	YVsub_Voxyn_Clone	Y	Subordinate			60	3	3	S			Riposte 2		YV	
War Refugees	YV	YVsub_War_Refugees	N	Subordinate			30	0	1	S			Upkeep: Pay 1 build point or tap one of your other units in this arena.		YV	
Yuuzhan Vong Detachment	YV	YVsub_Yuuzhan_Vong_Detachment	Y	Subordinate			40	4	4	S			Pay 1 Force -> Intercept		YV	
Yuuzhan Vong Seer	YV	YVsub_Yuuzhan_Vong_Seer	Y	Subordinate			50	1	3	S			Foresight: Put 1 counter of any type on a card.		YV	
Yuuzhan Vong Workers	YV	YVsub_Yuuzhan_Vong_Workers	Y	Subordinate			20	3	3	S			[Tap] -> Add 1 counter to a Campaign or Resource.		YV	
